word	sentiment
Eiweissallergie	-1.0
Ekel	-1.0
Ekel_erregend	-1.0
Ekelgefühl	-1.0
Ekelhafter	-1.0
Eklat	-0.7
Ekstase	1.0
Elan	1.0
Eleganz	1.0
Elektron	0
Elend	-1.0
Elfer	-0.7
Elfmeter	-1.0
Elfmeterschiessen	-1.0
Eliminieren	-1.0
Eliminierung	-1.0
Eliteeinheiten	-1.0
Elitenförderung	0.7
Eltern	0
Emanzipation	0.7
Embargo	-0.7
Embryo	0
Empörung	-1.0
Empathie	0.7
Empfängnisverhütung	0.7
Empfehlen	1.0
Empfehlung	1.0
Emsigkeit	1.0
Endbearbeitung	0.7
Endkampf	-0.7
Endlichkeit	-0.7
Endzeitstimmung	-1.0
Energie	1.0
Energiebedarf	-0.7
Energieverlust	-1.0
Engagement	1.0
Engpass	-0.7
Engstirnigkeit	-1.0
Entbehrung	-0.7
Entbindung	1.0
Entführung	-0.7
Entfaltungsmöglichkeit	0.7
Entfremdung	-1.0
Entgeisterung	-1.0
Entgiftung	0.7
Entgrenzung	1.0
Enthusiasmus	1.0
Entkriminalisierung	0.7
Entladung	-1.0
Entlassung	0.7
Entmündigung	-1.0
Entmilitarisierung	0.7
Entmutigung	-1.0
Entrücktheit	1.0
Entrüstung	-1.0
Entscheidung	0
Entscheidungsfreiheit	0.7
Entscheidungsgewalt	0.7
Entscheidungsspielraum	0.7
Entschlackung	0.7
Entschuldigung	0.7
Entsetzen	-1.0
Entsorgung	-1.0
Entspanntheit	0.7
Entspannungsbad	0.7
Entstellung	-1.0
Enttäuschung	-1.0
Enttraumatisierungstherapie	0.7
Entwaffnung	0.7
Entwicklung	0
Entwicklungspotenzial	0.7
Entzücken	1.0
Entzündung	-1.0
Entziehungserscheinungen	-1.0
Entziehungskur	0.7
Entzug	0.7
Entzugserscheinungen	-1.0
Epidemie	-1.0
Epilepsie	-1.0
Episode	0
Erörterung	0
Erbarmen	1.0
Erbarmunslosigkeit	-1.0
Erbitterung	-1.0
Erbrechen	-1.0
Erbsünde	-0.7
Erdölkrise	-0.7
Erde	0
ErdoganTheButcher	-1.0
Erdowahn	-1.0
Erdverbundenheit	0.7
Erfindungsreichtum	0.7
Erfolg	1.0
Erfolg_versprechend	1.0
Erfolglosigkeit	-1.0
Erfolgszwang	-0.7
Ergotherapie	0.7
Ergreifung	-0.7
Ergriffenheit	1.0
Erhängung	-0.7
Erhöhung	0.7
Erhabenheit	1.0
Erhalt	0.7
Erhaltung	0.7
Erheiterung	1.0
Erkältung	-1.0
Erkältungsbad	0.7
Erkältungskrankheit	-1.0
Erkranken	-1.0
Erkrankung	-1.0
Erlösung	0.7
Erlaubnis	0.7
Erleichterung	0.7
Ermüdung	-1.0
Ermahnung	-1.0
Ermattung	-1.0
Ermessensspielraum	0.7
Ermordung	-0.7
Ermunterung	1.0
Ermutigung	1.0
Ernährungskrankheit	-1.0
Ernährungstherapie	0.7
Ernüchterung	-1.0
Erneuerung	0.7
Ernst	-1.0
Eroberung	-0.7
Eroberungskrieg	-1.0
Erotomanie	-1.0
Erpressung	-0.7
Erpressungstrojaner	-1.0
Erregung	-1.0
Errettung	1.0
Errungenschaft	-1.0
Erschöpfung	-1.0
Erschöpfungssyndrom	-1.0
Erschöpfungszustand	-1.0
Erschütterung	-0.7
Erschiessung	-0.7
Erschlaffung	-1.0
Erstürmung	-0.7
Erstattungsanspruch	0.7
Eruption	-1.0
Erwachsen	0
Erwartungsdruck	-0.7
Erwerbsunfähigkeit	-0.7
Eselstreiber	-1.0
Eskalation	-0.7
Eskapismus	-1.0
Esprit	1.0
Esssucht	-1.0
Establishment	-1.0
Etikettenschwindel	-0.7
Etwas	-0.3
Euphorie	1.0
Europäer	0.0
Euthanasie	-0.7
Exaktheit	1.0
Exekution	-0.7
Exhibitionismus	-1.0
Existenzangst	-1.0
Existenzberechtigung	0.7
Existenzgründung	0.7
Existenzrecht	0.7
Existenzsicherung	0.7
Exitenzkrise	-1.0
Exkrementenaustrittsöffnung	-1.0
Exkurs	-0.7
Experimentierfreude	1.0
Explosion	-1.0
Exportverbot	-1.0
Extravaganz	-0.7
Fähigkeit	0.7
Fäkalien	-1.0
Fälschen	-1.0
Fälschung	-0.7
Fäulnisgeschmack	-0.7
Föderation	0
Förderprogramm	0.7
Führer	-1.0
Führungsanspruch	0.7
Führungspersönlichkeit	0.7
Fürsorge	0.7
FCKCDU	-1.0
FCKGrüne	-1.0
FUROR	-1.0
Fadheit	-1.0
Fahndungsplakate	-1.0
Fahnenflucht	-0.7
Fahrerflucht	-0.7
Fahrerlaubnis	1.0
Fahrgenuss	1.0
Fahrkarten	0
Fahrlässigkeit	-0.7
Fahrtüchtigkeit	0.7
Fahrvergnügen	1.0
Fahrwerkstuning	0.7
Fahrzeug	0
Faible	1.0
Fairness	1.0
Fake	-0.3
Fakebild	-1.0
Falsch	-1.0
Falschaussage	-1.0
Falschaussagen	-1.0
Falschheit	-1.0
Familie	0
Familienkrach	-1.0
Familiensinn	1.0
Familienstreit	-1.0
Fanatiker	-1.0
Fanatismus	-1.0
Farbe	0
Farbenblindheit	-1.0
Farce	-0.7
Fassungslosigkeit	-1.0
Fastenkur	0.7
Faszination	0.7
Faulenzerposten	-1.0
Faulheit	-0.7
Fehde	-1.0
Fehgesteuerter	-1.0
Fehlbildung	-1.0
Fehler	-1.0
Fehlerfreiheit	1.0
Fehlerlosigkeit	1.0
Fehlernährung	-1.0
Fehlerursache	-0.7
Fehlhandlung	-0.7
Fehlkalkulation	-1.0
Fehltritt	-0.7
Feigheit	-1.0
Feigling	-1.0
Feind	-1.0
Feindlichkeit	-1.0
Feindschaft	-1.0
Feingefühl	1.0
Feinnervigkeit	1.0
Feld	0
Feldverweis	-1.0
Fenster	0
Fernsehen	0
Fernseher	0
Fertigstellung	0.7
Fesselung	-0.7
Festigen	1.0
Festigkeit	1.0
Festigung	1.0
Festnahme	-0.7
Feststellung	0
Fettarsch	-1.0
Fettbacke	-0.7
Fettbacke	-1.0
Fettsack	-1.0
Fettsucht	-1.0
Feudalherren	-1.0
Feuer	0.7
Feuerzauber	-1.0
Fick	-1.0
Ficker	-1.0
Fieber	-1.0
Filmgenuss	1.0
Finanzbetrüger	-1.0
Finanzierungsprogramm	0.7
Finanzreform	1.0
Finesse	1.0
Fingerbruch	-1.0
Fingerspitzengefühl	1.0
Finte	-1.0
Firmengründung	0.7
Firmenspionage	-0.7
Fisch	0
Fitness	1.0
Flüchtigkeit	-0.7
Flüchtling-Spako	-1.0
Flüchtlingsangst	-1.0
Flüchtlingskrise	-1.0
Flüchtlingsnachwuchs	-1.0
Flüchtlingspropaganda	-1.0
Flasche	-0.3
Flatterhaftigkeit	-1.0
Flechte	-0.7
Fleisch	0
Fleischwunde	-0.7
Fleiss	1.0
Fleissigkeit	1.0
Flexibilität	0.7
Flickwerk	-1.0
Flintenuschi	-1.0
Flintenuschis	-1.0
Flitterwochen	0.7
Flohstich	-0.7
Flor	0.7
Flugerlaubnis	0.7
Fluglärm	-0.7
Flugsicherung	0.7
Flugzeug	0
Flugzeugentführung	-0.7
Folter	-0.7
Folterung	-0.7
Forderung	0
Formgefühl	1.0
Formschönheit	0.7
Formular	0
Formulierung	0
Fortbildung	1.0
Fortschreibung	0.7
Fortschrittlichkeit	0.7
Fortsetzung	0
Fotze	-1.0
Foul	-1.0
Foulelfmeter	-1.0
Foulspiel	-1.0
Fräulein	-1.0
Fröhlichkeit	1.0
Frömmigkeit	1.0
Frühlingsgefühle	1.0
Fragilität	-0.7
Fragwürdigkeit	-0.7
Fraktur	-1.0
Fratze	-1.0
Fratzen	-1.0
Frauenfeindlichkeit	-1.0
Frauenhass	-1.0
Frauenrecht	0.7
Frechheit	-1.0
FreeKolja	-1.0
Freigabe	0.7
Freiheit	1.0
Freiheitseinzug	-1.0
Freiheitskampf	-0.7
Freiheitsstrafe	-1.0
Freilassung	0.7
Freimut	1.0
Freiraum	0.7
Freistoss	-1.0
Freitod	-0.7
Freiwilligkeit	0.7
Freizügigkeit	1.0
Freizeitarrest	-1.0
Freizeitvergnügen	1.0
Fremdenfeindlichkeit	-1.0
Fremdenhass	-1.0
Fremdherrschaft	-0.7
Fremdsprache	0
Fresse	-1.0
Freude	1.0
Freudentaumel	1.0
Freund	1.0
Freundchen	-1.0
Freundlichkeit	1.0
Freundschaft	1.0
Frevel	-0.7
Friede	1.0
Frieden	1.0
Friedensgespräch	0.7
Friedensmission	1.0
Friedenssicherung	0.7
Friedensverhandlung	0.7
Friedfertigkeit	1.0
Frohsinn	1.0
Front	0
Frontalangriff	-1.0
Froschschenkelfresser	-1.0
Fruchtlosigkeit	-0.7
Frust	-1.0
Frustration	-1.0
Funkloch	-0.7
Funktionsfähigkeit	0.7
Funktionstüchtigkeit	0.7
Furcht	-1.0
Furcht_erregend	-1.0
Furchtlosigkeit	1.0
Fuss	0
Fussball	0
Fussbruch	-1.0
Fusserkrankung	-0.7
Fusskrankheit	-0.7
Fussmassage	0.7
Fusspilz	-0.7
Fussverletzung	-0.7
Futter	0
Gängelung	-0.7
Götterdämmerung	-1.0
Gürtelrose	-0.7
Güte	1.0
GENERALVERDACHT	-1.0
GRÖßENWAHNSINNIGE	-1.0
GUTREDEN	-1.0
Gabe	1.0
Gallenstein	-0.7
Gammellook	-0.7
Gammeloptik	-0.7
Gammeloutfit	-0.7
Gang	0
Ganztagsbetreuung	-1.0
Garbe	-1.0
Gardinenpredigt	-1.0
Garstigkeit	-1.0
Garten	0
Gasexplosion	-1.0
Gastfeindlichkeit	-1.0
Gastfreundlichkeit	1.0
Gastfreundschaft	1.0
Gaudi	1.0
Gebärmutterkrebs	-1.0
Gebäude	0
Gebühr	0
Gebührenerhöhung	0.7
Gebiet	0
Gebietsreform	1.0
Geborgenheit	1.0
Gebrechen	-1.0
Gebundenheit	-0.7
Geburtstag	0
Gedächtnisschwund	-1.0
Gedanken	0
Gedankengut	-0.7
Gedankengut	-1.0
Gedeih	0.7
Gedeihen	0.7
Gedicht	0
Gedrücktheit	-1.0
Geduld	1.0
Gefährder	-1.0
Gefährlichkeit	-1.0
Gefährt	0
Gefälligkeit	0.7
Gefängnis	-1.0
Gefängnishaft	-1.0
Gefängnisstrafe	-1.0
Gefühllosigkeit	-1.0
Gefühlsarmut	-1.0
Gefühlsdusel-Westen	-1.0
Gefühlsduselei	-1.0
Gefühlskälte	-1.0
Gefühlsregung	1.0
Gefühlstiefe	1.0
Gefahr	-0.7
Gefahrenpotential	-0.7
Gefallen	0.7
gefallen	0.7
Gefangennahme	-0.7
Gefangenschaft	-1.0
Gegeier	0.7
Gegenangriff	-1.0
Gegenoffensive	-1.0
Gegenschlag	-1.0
Gegenstand	0
Gegnerschaft	-1.0
Gehässigkeit	-1.0
Gehaltserhöhung	0.7
Gehbehinderung	-1.0
Gehirnerschütterung	-1.0
Gehirnschlag	-1.0
Gehirnverseucht	-1.0
Gehirnwäsche	-0.7
Geiern	0.7
Geilheit	-1.0
Geiselhaft	-1.0
Geiselnahme	-0.7
Geister	-0.3
Geisteskranke	-1.0
Geisteskrankheit	-1.0
Geistesverwandtschaft	0.7
Geisteszustand	-1.0
Geiz	-1.0
Gelächter	0.7
Gelähmtheit	-1.0
Gelände	0
Gelassenheit	0.7
Gelbfieber	-1.0
Gelbsperre	-1.0
Gelbsucht	-1.0
Geld	0.0
Geldbusse	-1.0
Geldeinnahme	0.7
Geldgier	-1.0
Geldgierig	-1.0
Geldstrafe	-1.0
Geldstrafen	-1.0
Geldwäsche	-0.7
Gelehrsamkeit	0.7
Gelehrtheit	1.0
Gelenkentzündung	-1.0
Gelenkschmerz	-1.0
Geltungssucht	-1.0
Gemächlichkeit	0.7
Gemüse	0
Gemütlichkeit	1.0
Gemütstiefe	1.0
Gemeinde	0
Gemeinderat	0
Gemeinheit	-1.0
Gemeinnützigkeit	0.7
Gemeinsamkeit	0.7
Gemeinschaft	0
Gemeinschaftsfähigkeit	0.7
Gemeinschaftsgefühl	1.0
Gemeinschaftsgeist	1.0
Gemeinschaftssinn	1.0
Gemeinschmutziger	-1.0
Gemeinsinn	1.0
Gemetzel	-1.0
Gemorde	-1.0
Genauigkeit	0.7
Genderkacke	-1.0
Genderscheiße	-1.0
Genehmigung	0.7
Geneigtheit	1.0
Generalität	0.7
Generalstaat	0
Generalstreik	-0.7
Genervtheit	-1.0
Genesung	0.7
Genialität	1.0
Genickschuss	-1.0
Genickstarre	-0.7
Genitalbereich	-1.0
Genozid	-1.0
Genuss	1.0
Geplänkel	-0.7
Geräuschkulisse	-0.7
Geradlinigkeit	0.7
Gerangel	-0.7
Geraufe	-1.0
Gerechtigkeit	1.0
Gerechtigkeitsgefühl	1.0
Gerechtigkeitssinn	1.0
Gereiztheit	-1.0
Germonney	-1.0
Geruhsamkeit	1.0
Gesamtbetriebsrat	0
Geschäftigkeit	0.7
Geschäftssinn	1.0
Geschäftstüchtigkeit	0.7
Geschichte	0.0
Geschichtlichkeit	1.0
Geschichtslosigkeit	-1.0
Geschlecht	0.0
Geschlechtserkrankung	-1.0
Geschlechtskrankheit	-1.0
Geschmacklosigkeit	-1.0
Geschwätzigkeit	-0.7
Geschwür	-1.0
Geschwisterliebe	1.0
Geschwulst	-1.0
Geschwurbel	-0.7
Geselligkeit	0.7
Gesellschaft	0
Gesetzentwurf	0
Gesetzesreform	1.0
Gesindel	-0.7
Gesindel	-1.0
Gespött	-1.0
Gespür	1.0
Gespinst	-1.0
Gesprächstherapie	0.7
Gestalttherapie	0.7
Gestaltungskraft	0.7
Gestapo	-1.0
Gesundheit	1.0
Gesundheitspflege	0.7
Gesundheitsreform	1.0
Gesundheitsversorgung	0.7
Gesundheitsvorsorge	0.7
Gesundung	0.7
Getöse	-0.7
Gewähr_leisten	0.7
Gewährung	0.7
Gewalt	-1.0
Gewaltakt	-1.0
Gewaltdelikt	-0.7
Gewaltexzess	-1.0
Gewaltexzesse	-1.0
Gewaltherrschaft	-1.0
Gewaltlosigkeit	0.7
Gewalttäter	-1.0
Gewalttätigkeit	-1.0
Gewalttat	-0.7
Gewaltverbrechen	-0.7
Gewehrschuss	-1.0
Gewerbefreiheit	0.7
Gewerkschaft	0
Gewichtsproblem	-1.0
Gewinn	0.7
Gewinn_bringend	1.0
Gewinnerseite	0.7
Gewissenlosigkeit	-1.0
Gewissensbisse	-1.0
Gewissheit	1.0
Gewogenheit	1.0
Gezänk	-0.7
Ghetto	-1.0
Gicht	-1.0
Gier	-1.0
Giftgasanschlag	-0.7
Giftgasattentat	-0.7
Gigantomanie	-1.0
Gitterstäbe	-1.0
Gläubiger	0
Gläubigkeit	1.0
Glück	1.0
Glücklichkeit	1.0
Glückseligkeit	1.0
Glücksgefühl	1.0
Glamour	0.7
Glanz	0.7
Glanzlicht	0.7
Glas	0
Glatteis	-1.0
Glaube	1.0
Glauben	1.0
Glaubenskrieg	-1.0
Glaubwürdigkeit	0.7
Gleichberechtigung	0.7
Gleichgültigkeit	-1.0
Gleichgesinnt	0
Gleichheitsgrundsatz	0.7
Gleichheitsprinzip	0.7
Gleichheitssatz	0.7
Gleichklang	0.7
Gleichmut	0.7
Gleichstellung	0.7
Gliederschmerz	-1.0
Globalisten-Dreckspack	-1.0
Gloria	0.7
Glut	0.7
GmbH	0
Gnade	0.7
Gnadenhochzeit	0.7
Gnadenlosigkeit	-1.0
Goldene_Hochzeit	0.7
Goldgräberstimmung	1.0
Goldhochzeit	0.7
Goldschatz	0.7
Golfkonflikt	-0.7
Golfkrieg	-1.0
Gottesdienst	0
Gotteslästerung	-0.7
Gottvertrauen	1.0
Grössenwahn	-1.0
Gründung	0.7
Grabenkrieg	-1.0
Gradlinigkeit	0.7
Grafik	0
Gram	-1.0
Grantigkeit	-1.0
Grauen	-1.0
Grauen_erregend	-1.0
Graus	-1.0
Grausamkeit	-1.0
Grausen	-1.0
Grazie	1.0
Grenzüberschreitung	-0.7
Grenze	0
Griesgram	-1.0
Grippe	-1.0
Großreich	-1.0
Groll	-1.0
Grossangriff	-1.0
Grossherzigkeit	1.0
Grossmut	1.0
Grossoffensive	-1.0
Grosstat	0.7
Grosstuerei	-1.0
Grosszügigkeit	1.0
GrueneVersenken	-1.0
Grundbedürfnis	1.0
Grundrecht	-1.0
Grundsatz	0
Grundstück	0
Gruppe	0
Gruppentherapie	0.7
Grusel	-1.0
Gruselig	-1.0
Gruselkabinett	-1.0
Guerillakrieg	-1.0
Gulagexpress	-1.0
Gunst	1.0
Gutachten	0
Gutherzigkeit	1.0
Gutmütigkeit	1.0
Gutmenschen	0.0
Gutmenschentum	-1.0
Gutschein	0
HÖLLE	-1.0
Häßlichkeit	-1.0
Hälfte	0
Häme	-1.0
Hämorrhoiden	-1.0
Hämorriden	-1.0
Händel	-0.7
Händler	0
Hässlichkeit	-0.7
Häuserkampf	-0.7
Höchstform	0.7
Höchstmass	0
Höchststrafe	-1.0
Höflichkeit	0.7
Höflichkeitsbesuch	0.7
Höhe	0
Höhenangst	-1.0
Höhle	0
Höllenstrafe	-1.0
Hörbehinderung	-1.0
Hörgenuss	1.0
Hörgerätereparatur	1.0
Hörigkeit	-1.0
Hörsturz	-1.0
Hörvergnügen	1.0
Höschen	-1.0
Hühnerauge	-0.7
Hürde	-1.0
HETZ-und	-1.0
HETZBLÄTTER	-1.0
HIV	-1.0
HONECKERmäßig	-1.0
Haar	0
Habenseite	0.7
Habgier	-1.0
Hader	-0.7
Haft	-1.0
Haftbefehl	-1.0
Haftentlassung	0.7
Haftstrafe	-1.0
Hakenkreuz	-1.0
Hakennase	-1.0
Halbherzigkeit	-0.7
Halbnigger	-1.0
Halbwahrheit	-0.3
Halle	0
Halsschmerz	-1.0
Halsweh	-1.0
Haltbarmachung	0.7
Hand	0
Handelfmeter	-0.7
Handelsembargo	-0.7
Handelskrieg	-1.0
Handgemenge	-1.0
Handlungsbedarf	-1.0
Handlungsfähigkeit	0.7
Handlungsunfähigkeit	-0.7
Handlungszwang	-0.7
Handstreich	-0.7
Handverletzung	-0.7
Harm	-1.0
Harmlosigkeit	-0.7
Harmonie	0.7
Hartherzigkeit	-1.0
Harz4	-1.0
HarzIV	-0.7
Hass	-1.0
Hasskick	-1.0
Hassliebe	-0.7
Hassparolen	-1.0
Hatern	-1.0
Haue	-0.7
Haufen	-1.0
Hauptschulabschluss	-1.0
Hauptschuld	-1.0
Hauptsorge	-1.0
Hauptvorwurf	-1.0
Haus	0
Hausbesetzung	-0.7
Hausfrauen-Bildungs-TV	-1.0
Hausfriedensbruch	-0.7
Haushalt	0
Haushaltskonsoldierung	1.0
Haushaltssanierung	0.7
Hausse	0.7
Haussegen	0.7
Hautabschürfung	-0.7
Hauterkrankung	-1.0
Hautfarbe	0.0
Hautkrankheit	-1.0
Hautkrebs	-1.0
Hautrötung	-0.7
Hautreizung	-0.7
Hautunreinheit	-0.7
Hebung	0.7
Hehlerei	-0.7
Heiliger_Krieg	-1.0
Heiligkeit	0.7
Heilkraft	0.7
Heilung	0.7
Heimatliebe	0.7
Heimatlosigkeit	-0.7
Heimatverbundenheit	0.7
Heimtücke	-1.0
Heimweh	-1.0
Heirat	0.7
Heiratsantrag	0.7
Heiserkeit	-0.7
Heiterkeit	1.0
Hektik	-1.0
Helfershelfer	-1.0
Hemmschuh	-1.0
Hemmung	-0.7
Henkung	-0.7
Hepatitis	-1.0
Herabstufung	-1.0
Heraufsetzen	0.7
Heraufsetzung	0.7
Heroinabhängigkeit	-1.0
Heroinmissbrauch	-1.0
Heroinsucht	-1.0
Herpes	-0.7
Herr	0
Herrenmenschen	-1.0
Herrlichkeit	1.0
Herrschaftsanspruch	0.7
Herrschenden	-1.0
Herunterstufung	-1.0
Herz	0
Herzanfall	-1.0
Herzattacke	-1.0
Herzbeschwerden	-1.0
Herzensangelegenheit	0.7
Herzenserguss	1.0
Herzfehler	-1.0
Herzinfarkt	-1.0
Herzlichkeit	1.0
Herzlosigkeit	-1.0
Herzrhythmusstörung	-1.0
Herzversagen	-1.0
Hetze	-0.7
Hetzer	-1.0
Hetzkampagne	-1.0
Heuchler	-1.0
Heuchlerin	-1.0
Heulkrampf	-1.0
Heuschnupfen	-1.0
Heuschrecke	-0.7
Heuschrecken	-1.0
Heuschreckenschwarm	-1.0
Hexenschuss	-1.0
Hexenverbrennung	-0.7
Hieb	-0.7
Hilfestellung	0.7
Hilflosigkeit	-1.0
Hilfsaktion	0.7
Hilfsbereitschaft	1.0
Hilfsjobber	-1.0
Hilfsprogramm	0.7
Hinfälligkeit	-0.7
Hingabe	1.0
Hinken	-0.7
Hinrichtung	-0.7
Hinterfragung	-1.0
Hinterlist	-1.0
Hinterlistigkeit	-1.0
Hinterziehung	-0.7
Hinterzimmer	-1.0
Hinwendung	0.7
Hirnen	-1.0
Hirngespinst	-1.0
Hirnhautentzündung	-1.0
Hirnm	0.0
Hitler	-1.0
Hitlers	-1.0
Hittler	-1.0
Hitze	-1.0
Hochburg	0.3
Hochform	0.7
Hochgefühl	1.0
Hochgenuss	1.0
Hochrüstung	-1.0
Hochschulausbildung	1.0
Hochschule	0
Hochschulreform	1.0
Hochschulstudium	1.0
Hochstimmung	1.0
Hochverrat	-1.0
Hochzeit	0.7
Hochzeitsreise	0.7
Hodenkrebs	-1.0
Hof	0
Hoffnung	1.0
Hoffnungsfunke	1.0
Hoffnungslosigkeit	-1.0
Hoffnungsschimmer	1.0
Hoffnungsstrahl	1.0
Hohl	-0.7
Hohlköpfe	-1.0
Hohn	-1.0
Hokuspokus	-1.0
Holocaust	-0.7
Holocaust-Leugner	-1.0
Holz	0
Holzeinschlag	-1.0
Homepage	0
Homo	-1.0
Homo-Lobby	-1.0
Honeymoon	0.7
Honk	-1.0
Horde	-1.0
Horden	-1.0
Hornhautverkrümmung	-1.0
Hornissenstich	-0.7
Horror	-1.0
Hotel	0
Humanität	1.0
Humbug	-1.0
Humor	1.0
Hund	-1.0
Hund	0
Hundebiss	-1.0
Hure	-1.0
Hurensöhne	-1.0
Hurensohn	-1.0
Husten	-0.7
Hyperaktivität	-0.7
Hyperpigmentierten	-1.0
Hysterie	-1.0
IDIOT	-1.0
IRRE	-1.0
IRREN	-1.0
IS-Kämpfer	-1.0
IS-UNTERSTÜTZER	-1.0
ISIS-Schlampe	-1.0
ISLAMverherrlichung	-1.0
Identitäre	-1.0
Identitätskrise	-1.0
Identitätsverlust	-1.0
Ideologie	-0.7
Idiot	-1.0
Idioten	-1.0
Ignorant	-1.0
Ignorantin	-1.0
Ikonoklasmus	-1.0
Illegalität	-1.0
Illegitimität	-0.7
Imageverlust	-1.0
Immobilie	0
Immunität	0.7
Immunschwäche	-1.0
Immunschwächekrankheit	-1.0
Impertinenz	-1.0
Impetus	0.7
Impfung	0.7
Importverbot	-0.7
Impotenz	-0.7
Inbrunst	1.0
Indianer	0
Indifferenz	-1.0
Indiskretion	-0.7
Indoktrination	-0.7
Industriespionage	-0.7
Ineffizienz	-0.7
Infamie	-1.0
Infarkt	-1.0
Infekt	-1.0
Infektion	-1.0
Infektionskrankheit	-1.0
Inflation	-0.7
Inflationsquote	-0.7
Inflationsrate	-0.7
Infragestellung	-1.0
Infrastruktur-Chaos	-1.0
Inhaftierung	-0.7
Inhaftnahme	-0.7
Inhalt	0
Inhaltsverzeichnis	0
Inhumanität	-1.0
Innenstadt	0
Innigkeit	1.0
Innovation	1.0
Innovationspolitik	0.7
Inplausibilität	-0.7
Insektenstich	-0.7
Insel	0
Inselaffe	-1.0
Insolvenz	-0.7
Inspiriertheit	1.0
Instabilität	-0.7
Instandsetzung	1.0
Instinktlosigkeit	-0.7
Institut	0
Instrumentalisierung	-0.7
Integrationskraft	0.7
Integrationsunwillige	-1.0
Interesse	0.3
Interesselosigkeit	-1.0
Interessenkonflikt	-0.7
Internet	0
Internet-Medien	-1.0
Internierung	-1.0
Intimität	1.0
Intrige	-0.7
Invasion	-0.7
Invasoren	-0.7
Invasoren	-1.0
Invasoren-Abschaum	-1.0
Inzest	-1.0
Inzucht	-1.0
Iqlos	-1.0
Irre	-1.0
Irreführung	-1.0
Irrenhaus	-1.0
IrrenhausDeutschland	-1.0
Irrfahrt	-0.7
Irritation	-1.0
Irritieren	-1.0
Irrsinn	-0.3
Irrsinn	-1.0
Islam-Monster	-1.0
Islamisierung	-1.0
Islamismus	-1.0
Islamist	-1.0
Islamist=Moslem	-1.0
Islamlobbyist	-1.0
Islamverbot	-1.0
Isolation	-1.0
Isolierung	-0.7
JA-Sager	-1.0
JOURNALIENBANDE	-1.0
Jammer	-1.0
Japse	-1.0
Jiu-Jitsu	0.7
Joch	-1.0
Jud	-1.0
Juden	-1.0
Judenfurz	-1.0
Judenhassende	-1.0
Judenmord	-0.7
Judensau	-1.0
Judenschwein	-1.0
Judenverfolgung	-0.7
Judenvernichtung	-1.0
Jugendkriminalität	-1.0
Jugendlichkeit	0.7
Jugendsünde	-0.7
Jugendstrafe	-1.0
Junta	-1.0
Juntakontrolle	-1.0
Körperbehinderung	-1.0
Körperproblem	-1.0
Körperverletzung	-0.7
Küchenschabe	-1.0
Kühnheit	0.7
Kümmeltürke	-1.0
KAPIERT	-1.0
KLAPPSE	-1.0
KZ-Aufseher	-1.0
Kackalake	-1.0
Kacke	-1.0
Kaderschmiede	0.7
Kaffeesucht	-1.0
KahaneSTASI	-1.0
Kahlschlag	-1.0
Kalifat	-1.0
Kaltblütigkeit	-1.0
Kaltschnäuzigkeit	-1.0
Kameltreiber	-1.0
Kamillebad	0.7
Kammerjäger	-1.0
Kammersprengung	-1.0
Kampf	-0.7
Kanackenstadt	-1.0
Kanackenweiber	-1.0
Kanaken	-1.0
Kandidat	0
Kanonenschuss	-1.0
Kapazitätsabbau	-0.7
Kapitalerhöhung	0.7
Kapitalist	-0.7
Kapitalverbrechen	-0.7
Kargheit	-0.7
Karies	-1.0
Kartoffel	-1.0
Kastriertes	-1.0
Katarr	-1.0
Katarrh	-1.0
Katastrofenstimmung	-1.0
Katastrophenstimmung	-1.0
Katerstimmung	-1.0
Katze	0
Katzenfresser	-1.0
Katzenjammer	-1.0
Kauf	0
Kauflust	1.0
Kaufrausch	-0.7
Kauzigkeit	-0.7
Kavaliersdelikt	-0.7
Keile	-0.7
Keilerei	-1.0
Kern	0
Kernexplosion	-1.0
Kernseifenloser	-1.0
Kesseltreiben	-1.0
Keuchen	-0.7
Keuchhusten	-1.0
Kieferbruch	-1.0
Killer	-1.0
Kind	0.0
Kindbettfieber	-1.0
Kinderarbeit	-1.0
Kinderarmut	-1.0
Kinderbetreuung	-1.0
Kinderfeindlichkeit	-1.0
Kinderficker	-1.0
Kinderfreundlichkeit	1.0
Kindergarten	0
Kindergeld	0
Kinderhass	-1.0
Kinderkrankheit	-1.0
Kinderlähmung	-1.0
Kinderschänder	-1.0
Kindersterblichkeit	-0.7
Kindesentführung	-0.7
Kindesmissbrauch	-0.7
Kindlichkeit	-1.0
Kinogenuss	1.0
Kirche	0.0
Kitsch	-1.0
Klüngel	-1.0
Klagerecht	-1.0
Klangschönheit	0.7
Klarheit	0.7
Klassenkampf	-0.7
Klassenressentiment	-1.0
Klausel	0
Klaustrophobie	-1.0
Kleidung	0
Klein	0
Kleinkind	0
Kleinkrieg	-1.0
Kleinkriminalität	-0.7
Kleinmut	-1.0
Kleinwüchsigem	-1.0
Kleptomanie	-1.0
Klimax	0.7
Klinikum	1.0
Klo	-0.3
Klonkrieg	-1.0
Kloster	0
Klugscheißer	-1.0
Klugscheißerin	-1.0
Knast	-1.0
Knatsch	-1.0
Knechtschaft	-1.0
Knetkur	0.7
Knieverletzung	-0.7
Knochenbruch	-1.0
Knochenschwund	-1.0
Koalitionsstreit	-0.7
Koffeinabhängigkeit	-1.0
Koffeinmissbrauch	-1.0
Koffeinsucht	-1.0
Kohl	0
